asset_id,asset_type,material_type,age_years,crack_index,corrosion_level,vibration_rms,avg_daily_traffic,heavy_vehicle_pct,avg_temperature_f,humidity_pct,flood_risk_score,inspections_per_year,years_since_last_repair,strain_peak_microstrain,displacement_mm,failure_probability,failure_within_5yrs
A216088,Building,Composite,52.8,0.385,0.0,5.079,30992.0,0.091,69.9,80.9,0.536,4.12,15.8,267.1,11.38,0.194,0
A216089,Bridge,Steel,14.4,,0.013,2.313,31850.0,0.264,56.1,88.7,0.456,,1.6,124.4,6.63,0.313,0
A216090,Building,Composite,20.6,0.71,0.655,2.949,12881.0,0.049,46.0,55.0,0.255,1.83,6.6,291.4,5.86,0.554,0
A216091,Road,Concrete,36.0,0.659,0.0,1.892,23470.0,0.379,76.8,52.3,0.583,0.6,10.5,232.6,0.49,0.348,0
A216092,Bridge,Steel,33.1,0.689,0.708,2.411,14818.0,0.186,61.8,59.4,0.741,2.55,11.1,476.0,8.62,0.429,0
A216093,Pipeline,Asphalt,65.1,0.163,0.351,3.206,20885.0,0.0,71.8,44.6,0.165,0.58,2.6,157.6,4.03,0.368,0
A216094,Road,Concrete,22.8,0.516,0.711,3.551,20648.0,0.074,39.5,58.9,0.841,4.79,7.3,31.9,6.27,0.229,0
A216095,Pipeline,Asphalt,35.3,0.403,0.292,4.028,6882.0,0.16,59.5,63.5,0.325,3.44,10.4,111.8,11.47,0.234,0
A216096,Power_System,Concrete,40.2,0.51,0.392,1.362,25283.0,0.323,59.1,59.6,0.91,2.89,0.0,191.4,3.0,0.471,0
A216097,Bridge,Steel,47.7,0.07,0.16,4.266,16910.0,0.289,44.8,30.5,0.822,1.57,11.7,384.6,9.96,0.404,0
A216098,Pipeline,Concrete,10.1,0.5,0.93,,,0.221,66.5,93.0,0.0,0.1,6.8,385.0,1.84,0.328,0
A216099,Pipeline,Asphalt,46.7,0.69,0.064,2.973,15162.0,0.21,47.0,80.0,0.58,3.35,4.4,120.5,9.26,0.373,1
A216100,Bridge,Steel,43.6,0.126,0.588,2.124,13036.0,0.178,54.5,59.7,0.148,2.84,15.1,215.4,7.02,0.269,0
A216101,Pipeline,Concrete,45.1,0.782,0.433,4.051,5532.0,0.276,70.4,68.7,0.322,1.55,8.8,300.6,12.42,0.506,1
A216102,Bridge,Steel,45.2,0.41,0.875,3.587,7998.0,0.114,44.7,65.0,0.421,1.96,10.4,179.4,6.11,0.377,1
A216103,Power_System,Steel,14.2,0.018,0.147,4.71,16271.0,0.222,38.9,100.0,0.382,2.75,0.0,272.7,0.41,0.119,0
A216104,Building,Concrete,38.0,0.282,0.46,,32894.0,0.291,59.2,56.4,0.369,0.1,4.7,205.0,12.71,0.231,0
A216105,Pipeline,Composite,54.6,0.585,0.509,2.243,21736.0,0.346,75.2,,0.0,0.1,8.2,192.5,4.1,0.584,1
A216106,Bridge,Asphalt,13.3,0.834,,2.616,,0.2,84.1,89.1,0.417,2.69,5.3,225.3,7.85,0.508,0
A216107,Bridge,Concrete,49.5,0.667,0.652,3.821,33440.0,0.034,51.9,54.8,0.323,0.94,19.3,379.1,6.97,0.621,0
A216108,Bridge,Concrete,33.6,0.031,0.171,0.05,15380.0,0.448,59.2,50.1,0.176,0.72,8.5,176.5,0.759,0.177,0
A216109,Pipeline,Composite,33.9,0.41,0.368,4.237,12573.0,0.182,61.8,67.8,0.591,2.57,2.1,124.7,2.2,0.375,0
A216110,Pipeline,Steel,24.8,0.28,0.453,1.213,13133.0,0.019,69.4,80.8,0.308,1.65,4.7,483.2,10.77,0.365,0
A216111,Bridge,Steel,32.6,0.745,0.305,2.625,34966.0,0.064,61.2,67.5,0.421,1.56,5.8,162.7,2.59,0.465,0
A216112,Building,Composite,54.1,0.411,0.211,1.716,23192.0,0.161,60.7,99.3,0.376,2.2,6.6,221.3,0.563,0.309,0
A216113,Road,Steel,31.6,0.235,0.302,3.997,10759.0,0.243,39.0,47.0,0.407,2.41,8.1,,0.05,0.2,0
A216114,Power_System,Concrete,37.4,0.757,0.666,3.876,0.0,0.129,65.7,33.0,0.0,0.66,0.6,306.5,7.36,0.308,0
A216115,Road,Asphalt,15.5,0.037,,2.498,27943.0,0.055,64.2,75.5,0.0,3.88,9.5,184.9,4.83,0.162,0
A216116,Road,Asphalt,34.5,0.266,0.283,5.371,9674.0,0.068,41.5,61.7,0.0,2.29,8.9,,5.99,0.201,0
A216117,Building,Steel,18.6,0.548,0.882,,10112.0,0.0,86.4,87.6,0.29,4.34,0.0,15.0,6.5,0.452,0
A216118,Road,Concrete,41.4,0.333,0.666,3.995,,0.407,77.6,76.3,0.384,0.79,0.7,318.1,7.47,0.361,0
A216119,Building,Concrete,32.2,0.348,0.558,4.673,24491.0,0.068,78.9,,0.218,2.03,11.6,281.8,1.435,0.281,0
A216120,Pipeline,Composite,55.6,0.871,0.455,1.554,18790.0,0.199,88.7,33.6,0.518,1.94,0.0,243.7,10.76,0.533,0
A216121,Bridge,Concrete,16.8,0.791,0.0,4.304,0.0,0.081,32.2,,0.519,2.21,10.8,193.8,8.92,0.436,0
A216122,Power_System,Steel,56.7,0.683,0.579,,26399.0,0.308,57.9,52.7,0.506,1.64,0.3,335.0,12.4,0.44,0
A216123,Building,Composite,33.3,0.452,0.266,3.95,8108.0,0.022,74.1,61.9,0.312,2.22,18.1,288.5,0.438,0.363,0
A216124,Bridge,Composite,36.4,0.184,0.21,16.060883707396872,13427.0,0.339,17.4,75.4,0.439,1.41,16.8,706.4801987799261,8.05,0.273,0
A216125,Road,Concrete,8.1,0.505,0.481,2.653,17348.0,0.17,94.4,68.2,0.73,0.74,4.6,345.1,3.33,0.492,0
A216126,Pipeline,Asphalt,32.0,0.311,0.401,1.355,20878.0,0.14,82.0,19.0,0.823,2.2,8.0,362.7,1.16,0.282,0
A216127,Bridge,Composite,41.5,0.565,0.492,4.91,2910.0,0.102,79.7,43.6,0.29,0.82,3.1,82.7,8.06,0.423,0
A216128,Road,Steel,8.5,0.623,0.571,0.599,37064.0,0.324,68.5,72.5,0.403,0.1,6.4,415.6,1.93,0.413,0
A216129,Bridge,Concrete,41.1,0.241,0.46,5.11,5142.0,0.182,57.9,72.4,0.393,2.29,4.5,223.4,5.47,0.213,0
A216130,Pipeline,Steel,42.3,0.333,0.355,2.705,14912.0,0.387,48.7,66.1,0.39,1.23,3.5,428.6,0.8960000000000001,0.173,0
A216131,Road,Steel,34.9,0.789,0.768,2.899,10047.0,0.295,71.6,69.9,0.484,2.5,4.9,74.6,6.22,0.55,0
A216132,Power_System,Steel,66.6,0.454,0.037,1.139,18256.0,0.111,41.5,31.5,0.194,1.74,9.9,116.4,13.27,0.222,0
A216133,Building,Concrete,45.1,0.484,0.198,1.314,13455.0,0.345,115.3,59.4,0.0,2.26,0.0,51.3,6.04,0.279,0
A216134,Road,Composite,27.5,0.81,0.0,3.614,28804.0,0.224,98.7,60.9,0.0,1.36,14.6,202.3,6.17,0.316,0
A216135,Pipeline,Composite,42.8,,0.515,1.903,8476.0,0.109,47.6,35.9,0.441,0.84,6.2,356.4,5.23,0.282,0
A216136,Power_System,Concrete,33.2,0.492,0.591,2.386,26478.0,0.109,55.8,72.1,0.052,1.94,5.0,375.7,10.57,0.349,0
A216137,Bridge,Steel,47.6,0.326,0.307,1.825,0.0,0.049,73.6,87.2,0.0,0.1,5.1,275.0,7.26,0.313,0
A216138,Pipeline,Concrete,29.9,0.188,0.601,5.103,18567.0,0.33,60.5,45.7,0.365,2.67,7.1,244.8,2.39,0.336,0
A216139,Bridge,Steel,22.7,0.851,0.4,,8289.0,0.054,101.5,,0.785,1.6,10.9,219.8,5.49,0.637,0
A216140,Road,Steel,14.8,0.418,0.999,2.419,39997.0,0.369,42.1,76.7,0.735,0.1,11.5,35.1,9.96,0.314,0
A216141,Road,Steel,62.4,0.485,0.37,3.136,13443.0,0.282,50.1,,0.931,1.02,8.6,235.2,4.07,0.332,0
A216142,Bridge,Concrete,42.1,0.537,0.434,1.691,23248.0,0.255,54.4,,0.474,1.04,10.9,391.1,2.12,0.339,0
A216143,Road,Concrete,62.6,0.567,0.64,3.505,1582.0,0.07,71.6,98.4,0.0,2.65,9.0,191.1,12.82,0.31,1
A216144,Road,Steel,40.5,1.0,0.346,4.011,22964.0,0.234,61.7,,0.0,1.18,0.0,,8.35,0.356,0
A216145,Bridge,Concrete,6.8,0.635,0.161,4.492,6476.0,0.188,72.5,88.1,0.512,1.55,8.7,293.2,0.05,0.405,0
A216146,Pipeline,Steel,16.0,0.413,1.0,3.897,31149.0,0.163,88.5,26.4,0.118,3.23,11.5,94.7,6.79,0.459,1
A216147,Bridge,Steel,51.9,0.018,,1.937,4067.0,0.198,77.9,,0.454,3.16,1.0,161.1,7.55,0.151,0
A216148,Bridge,Concrete,36.2,0.437,0.195,2.669,23095.0,0.122,74.9,89.9,0.37,4.43,9.8,254.1,6.07,0.326,0
A216149,Power_System,Steel,22.9,,0.521,2.345,19831.0,0.296,68.3,30.9,0.218,1.07,0.0,,6.01,0.189,0
A216150,Road,Steel,29.3,,0.008,1.837,14361.0,0.161,83.0,50.9,0.134,,3.3,364.0,1.83,0.416,0
A216151,Pipeline,Composite,13.4,0.486,0.014,2.758,28912.0,0.067,79.6,48.4,0.201,1.98,1.9,256.3,0.076,0.165,1
A216152,Bridge,Concrete,31.2,0.74,,3.659,12785.0,0.223,72.1,,0.354,0.1,7.7,290.3,9.34,0.459,0
A216153,Power_System,Steel,44.9,0.565,1.0,2.307,8940.0,0.25,65.6,42.8,0.43,1.34,0.0,263.9,7.56,0.576,0
A216154,Pipeline,Concrete,40.5,0.508,0.701,,21683.0,0.223,53.4,100.0,0.949,0.98,9.3,,5.21,0.568,0
A216155,Road,Composite,19.7,0.372,0.458,6.828,23170.0,0.067,77.5,75.7,1.0,2.85,8.9,259.3,1.09,0.448,0
A216156,Pipeline,Concrete,57.5,0.53,0.149,3.676,0.0,0.172,67.9,85.0,0.314,1.06,3.2,202.0,7.7,0.313,0
A216157,Pipeline,Steel,38.0,0.211,0.235,3.07,23339.0,0.232,36.6,,0.314,1.18,4.7,15.0,2.62,0.07,0
A216158,Road,Steel,38.3,0.501,0.095,4.194,26217.0,0.142,63.3,77.4,0.63,1.91,7.2,183.9,9.39,0.342,0
A216159,Road,Concrete,28.3,0.83,0.291,4.096,0.0,0.473,77.5,69.5,0.68,2.55,1.2,256.1,4.26,0.578,0
A216160,Bridge,Concrete,50.1,0.0,0.353,2.866,20052.0,0.208,82.1,61.9,0.718,1.17,5.6,235.8,7.02,0.274,0
A216161,Building,Asphalt,48.9,0.5,0.127,4.971,6126.0,0.342,77.4,63.8,0.532,2.76,13.7,379.8,4.77,0.42,1
A216162,Bridge,Concrete,9.4,0.32,0.487,4.415,34456.0,0.321,89.5,99.0,0.23,0.1,6.3,410.5,7.26,0.399,0
A216163,Bridge,Composite,39.4,0.38,0.586,1.038,15983.0,0.319,37.0,82.5,0.553,1.38,1.0,381.4,8.91,0.446,0
A216164,Pipeline,Steel,38.6,0.596,0.0,5.246,36039.0,0.016,29.8,66.4,0.522,1.8,5.6,113.5,5.12,0.203,1
A216165,Building,Asphalt,50.2,0.6,0.211,3.98,41646.0,0.316,45.5,74.2,0.51,2.05,12.9,328.3,10.13,0.415,0
A216166,Building,Concrete,61.9,0.626,0.639,1.529,15080.0,0.05,57.1,81.3,1.0,2.15,12.5,114.6,9.53,0.614,0
A216167,Bridge,Steel,32.0,0.817,0.443,4.723,23306.0,0.241,41.0,70.2,0.0,2.69,10.1,313.0,5.68,0.413,0
A216168,Building,Steel,22.5,0.403,0.38,3.42,12754.0,0.253,96.3,63.9,0.117,0.49,6.9,204.1,8.34,0.232,0
A216169,Bridge,Composite,18.6,0.501,0.62,1.895,18496.0,0.192,56.5,,0.036,2.54,10.8,110.5,4.47,0.397,0
A216170,Bridge,Steel,44.7,0.389,0.458,4.695,20067.0,0.026,71.4,31.0,0.154,1.04,7.5,261.9,4.12,0.247,0
A216171,Road,Asphalt,46.8,0.322,0.0,3.097,,0.164,70.8,,0.495,0.18,2.8,457.5,0.05,0.394,0
A216172,Pipeline,Asphalt,22.5,0.348,0.625,3.475,,0.143,95.3,86.1,0.185,3.48,0.0,248.7,10.52,0.248,0
A216173,Pipeline,Concrete,78.8,0.5354398593598128,0.511,0.572,7598.0,0.151,52.1,80.5,0.085,1.21,12.1,273.9,3.68,0.392,0
A216174,Power_System,Composite,23.9,0.888,1.0,1.63,35961.0,0.426,59.9,29.2,0.743,0.35,0.0,,7.28,0.71,1
A216175,Road,Steel,13.6,0.52,0.982,1.106,26426.0,0.205,77.4,96.8,0.931,2.05,7.0,129.9,12.56,0.589,0
A216176,Road,Concrete,47.0,0.215,0.143,3.175,16484.0,0.118,80.5,75.9,0.032,0.1,2.0,134.7,3.16,0.143,0
A216177,Road,Composite,77.4,0.34196330921637913,0.309,3.357,18915.0,0.171,57.1,70.8,0.441,1.41,1.7,42.5,6.83,0.298,0
A216178,Bridge,Steel,63.3,1.0,0.361,4.69,9959.0,0.258,69.8,38.6,0.679,3.01,2.3,15.0,8.81,0.575,0
A216179,Building,Steel,65.6,0.366,0.0,3.319,,0.192,89.4,69.1,0.0,2.68,4.7,219.6,6.18,0.223,0
A216180,Bridge,Steel,15.6,0.73,0.375,3.948,5392.0,0.21,49.5,64.7,0.394,4.54,9.8,35.2,8.79,0.421,0
A216181,Road,Composite,30.3,0.863,0.751,3.614,3161.0,0.271,67.7,72.6,0.507,1.49,13.9,161.0,1.2,0.581,0
A216182,Bridge,Steel,21.8,0.85,0.608,4.054,11553.0,0.149,56.7,72.4,0.492,2.7,1.8,294.6,4.65,0.469,0
A216183,Building,Concrete,17.0,0.327,0.0,0.947,12361.0,0.131,50.2,69.5,0.0,0.97,8.1,391.1,7.25,0.071,0
A216184,Road,Concrete,39.2,0.57,0.484,,14674.0,0.094,88.1,49.9,0.546,3.34,1.6,38.1,4.32,0.503,0
A216185,Building,Concrete,27.7,0.832,0.288,2.909,25851.0,0.073,70.0,79.0,0.663,2.08,6.5,419.6,13.74,0.459,0
A216186,Bridge,Concrete,43.6,0.0,0.423,5.905,16478.0,0.269,36.6,84.6,0.399,0.1,1.9,79.8,4.06,0.257,0
A216187,Road,Concrete,40.6,0.263,0.321,3.238,29518.0,0.101,52.9,68.1,0.779,0.12,8.8,,4.49,0.448,0
A216188,Building,Asphalt,54.3,0.349,0.21,5.179,2106.0,0.063,34.5,73.0,0.301,0.1,5.3,318.0,3.91,0.208,0
A216189,Building,Concrete,56.1,0.345,0.411,0.05,16381.0,0.116,82.3,65.7,0.488,2.44,0.0,200.7,11.37,0.352,0
A216190,Bridge,Steel,58.0,0.7,0.468,2.378,22642.0,0.223,65.1,43.2,0.578,3.23,9.1,184.6,6.07,0.709,1
A216191,Bridge,Composite,37.8,0.4,0.601,2.257,33064.0,0.187,107.4,33.1,0.869,1.75,4.3,100.1,4.04,0.339,0
A216192,Pipeline,Steel,15.6,0.398,0.379,0.05,30708.0,0.148,58.4,97.0,0.132,1.41,15.3,159.6,9.82,0.248,0
A216193,Power_System,Steel,36.9,0.185,0.686,2.541,,0.148,66.0,90.8,0.779,0.39,8.0,273.3,4.96,0.382,0
A216194,Road,Steel,28.2,0.405,0.499,5.9,,0.199,36.0,19.2,0.638,0.89,4.4,172.7,4.32,0.372,0
A216195,Building,Concrete,66.3,0.813,0.171,,7120.0,0.233,55.7,51.2,0.469,0.75,10.0,130.6,2.44,0.336,0
A216196,Pipeline,Concrete,66.2,0.233,0.686,2.257,5672.0,0.339,55.1,76.1,0.328,0.64,7.5,449.8,14.0,0.537,0
A216197,Power_System,Asphalt,43.7,0.709,0.0,3.686,20747.0,0.14,44.2,79.3,0.32,0.1,9.3,314.3,5.05,0.362,0
A216198,Road,Concrete,65.5,0.9,,2.224,13637.0,0.447,85.7,65.0,1.0,2.92,15.4,473.0,5.53,0.549,0
A216199,Bridge,Composite,32.6,0.908,,2.683,16346.0,0.217,75.5,48.9,0.368,0.95,6.2,254.5,3.92,0.502,1
A216200,Bridge,Concrete,48.7,0.713,0.615,1.106,8580.0,0.228,59.5,63.6,0.309,1.11,3.6,269.4,6.55,0.475,0
A216201,Power_System,Composite,24.8,0.668,0.023,4.117,6262.0,0.211,69.5,72.4,0.629,0.81,13.5,67.3,9.09,0.373,0
A216202,Bridge,Concrete,57.1,0.142,0.307,3.042,0.0,0.187,27.1,54.0,0.378,2.54,0.0,288.1,5.44,0.183,0
A216203,Pipeline,Concrete,53.9,0.792,0.0,2.737,32245.0,0.303,75.2,65.3,0.122,0.28,9.9,53.3,7.13,0.414,0
A216204,Pipeline,Steel,27.9,0.26,0.128,2.559,17039.0,0.345,56.1,80.8,0.76,0.21,15.7,215.3,2.58,0.252,0
A216205,Power_System,Concrete,63.5,0.809,0.329,3.038,23215.0,0.216,83.7,,1.0,1.04,9.1,164.8,0.8480000000000001,0.428,0
A216206,Road,Steel,61.3,0.664,0.043,,18524.0,0.349,65.3,,0.624,0.48,0.5,,4.97,0.397,0
A216207,Road,Steel,60.6,0.25,,4.315,39417.0,0.14,70.3,,0.457,1.67,10.0,219.9,5.81,0.391,0
A216208,Power_System,Steel,13.9,0.49,0.535,4.644,33656.0,0.337,55.9,41.6,0.39,2.19,6.0,246.0,5.31,0.391,0
A216209,Pipeline,Steel,32.0,0.109,0.605,2.444,31845.0,0.221,66.2,,0.0,0.58,2.1,252.7,6.67,0.203,0
A216210,Power_System,Asphalt,41.8,0.868,0.438,0.77,16617.0,0.305,24.7,63.2,0.239,,8.5,,4.44,0.629,0
A216211,Building,Composite,45.5,0.462,0.778,5.065,18009.0,0.3,88.8,69.8,0.61,2.53,8.7,30.5,7.7,0.482,0
A216212,Pipeline,Steel,33.9,0.584,0.792,3.26,12898.0,0.272,76.9,55.0,0.055,1.72,14.4,449.9,3.9,0.534,0
A216213,Road,Asphalt,75.0,0.6744905124369821,0.89,6.57,17914.0,0.206,59.8,63.8,0.263,0.14,0.9,157.3,4.45,0.593,0
A216214,Bridge,Steel,48.1,0.812,0.63,1.997,11850.0,0.061,39.0,96.8,0.334,0.6,13.5,325.4,6.23,0.567,0
A216215,Building,Asphalt,28.2,0.722,0.0,6.23,23301.0,0.08,71.0,78.1,0.165,0.56,4.0,,13.37,0.402,0
A216216,Road,Asphalt,39.7,0.235,0.705,,26336.0,0.32,90.3,73.4,0.557,0.36,6.7,76.6,5.29,0.405,0
A216217,Bridge,Steel,25.5,,0.723,1.361,35480.0,0.413,79.8,77.1,0.018,2.15,5.5,162.9,8.88,0.225,0
A216218,Building,Composite,85.1,0.30691026244576125,0.203,0.68,15129.0,0.196,34.7,25.7,0.074,3.54,10.4,178.3,7.05,0.257,0
A216219,Power_System,Steel,69.6,1.0,0.453,0.05,,0.155,65.2,44.9,0.619,1.99,0.9,218.3,0.05,0.54,0
A216220,Building,Concrete,37.4,0.589,0.221,1.746,19530.0,0.11,80.7,,0.456,1.66,9.6,237.9,5.42,0.242,0
A216221,Bridge,Concrete,12.3,0.639,0.684,2.718,7600.0,0.283,68.9,,0.139,1.75,15.6,149.2,2.81,0.197,0
A216222,Road,Asphalt,29.4,0.31,0.74,3.324,16982.0,0.192,60.5,44.9,0.274,1.52,0.0,319.2,3.13,0.465,0
A216223,Road,Concrete,46.2,0.642,0.0,0.095,33940.0,0.162,50.1,62.0,0.117,2.62,9.0,277.6,3.68,0.201,1
A216224,Road,Concrete,36.2,0.694,0.223,0.309,1250.0,0.268,51.7,74.9,0.141,2.08,8.2,306.5,6.89,0.194,0
A216225,Pipeline,Concrete,51.9,0.568,0.308,0.05,14230.0,0.095,80.9,42.0,0.405,1.08,0.0,,7.17,0.464,0
A216226,Building,Asphalt,8.7,0.293,0.178,,3021.0,0.172,61.3,38.6,0.347,0.84,7.9,161.3,1.18,0.177,0
A216227,Road,Concrete,5.9,0.487,0.425,0.984,34377.0,0.176,83.4,86.6,0.243,1.25,7.0,219.1,7.76,0.405,0
A216228,Road,Concrete,42.0,0.727,,2.191,18216.0,0.151,76.6,51.1,0.263,0.84,2.1,193.3,11.12,0.501,0
A216229,Road,Composite,29.1,0.236,0.604,2.287,11639.0,0.261,61.7,71.5,0.517,1.93,2.5,256.5,13.33,0.284,0
A216230,Road,Concrete,67.2,0.166,0.345,,21923.0,0.195,39.7,,0.551,1.79,8.3,302.3,8.2,0.284,0
A216231,Pipeline,Steel,28.2,0.644,0.23,5.489,18437.0,0.046,56.2,79.5,0.388,1.82,9.2,319.6,0.05,0.279,0
A216232,Building,Composite,18.9,,0.0,3.836,50546.0,0.16,51.9,60.2,0.768,1.16,16.1,281.6,4.44,0.36,0
A216233,Building,Steel,33.9,0.459,0.371,3.767,,0.104,54.7,66.1,0.557,1.99,7.1,288.8,5.78,0.237,0
A216234,Power_System,Concrete,19.5,0.363,0.224,2.732,25998.0,0.017,33.6,69.4,0.274,0.1,10.0,,9.03,0.276,0
A216235,Power_System,Composite,35.1,,0.0,1.421,19308.0,0.0,63.9,,0.71,1.8,6.9,296.3,5.48,0.269,0
A216236,Power_System,Composite,60.6,0.281,0.607,2.564,20298.0,0.11,78.0,66.7,0.66,1.5,6.0,206.5,6.51,0.409,0
A216237,Building,Concrete,32.9,0.467,0.305,,43072.0,0.209,60.4,60.9,0.254,1.46,7.2,229.7,16.1,0.502,0
A216238,Road,Asphalt,15.3,0.255,0.193,3.425,20661.0,0.0,54.4,60.6,0.174,3.7,8.6,185.0,1.32,0.072,0
A216239,Building,Concrete,26.6,0.231,,3.645,41210.0,0.048,69.9,85.2,0.441,1.46,3.6,265.1,0.05,0.113,0
A216240,Power_System,Composite,50.2,0.58,0.0,0.91,,0.207,63.0,69.9,0.296,1.47,0.9,140.2,7.12,0.22,0
A216241,Road,Concrete,28.9,0.585,0.423,4.067,18426.0,0.329,50.2,59.6,0.688,0.1,3.6,474.4,9.75,0.398,0
A216242,Road,Steel,48.0,0.297,0.789,3.678,11881.0,0.306,53.5,72.0,0.167,1.7,9.5,222.6,7.99,0.397,0
A216243,Bridge,Asphalt,52.9,,0.611,3.572,11999.0,0.302,62.1,54.2,0.638,1.12,7.5,222.7,7.04,0.63,0
A216244,Power_System,Steel,28.3,0.393,0.0,3.821,16620.0,0.133,57.1,91.7,0.24,1.61,4.2,323.2,6.31,0.206,1
A216245,Building,Steel,51.2,0.898,0.892,6.019,13708.0,0.039,67.0,77.7,0.0,0.65,0.0,122.4,8.02,0.557,0
A216246,Bridge,Steel,58.7,0.46,0.456,,1820.0,0.253,62.7,60.7,0.8,0.78,8.8,363.5,6.17,0.319,0
A216247,Road,Concrete,47.8,,0.33,2.474,1003.0,0.255,45.6,37.2,0.702,1.96,0.1,255.5,3.03,0.37,0
A216248,Road,Concrete,48.9,0.471,0.481,4.51,15671.0,0.264,48.8,70.3,0.19,0.1,5.9,218.7,10.97,0.426,0
A216249,Road,Asphalt,31.9,0.101,0.779,2.6,,0.0,80.8,72.5,0.185,3.28,4.3,248.3,2.28,0.379,0
A216250,Road,Composite,41.3,1.0,0.571,1.459,22146.0,0.09,26.7,60.9,0.363,2.42,6.5,194.0,7.02,0.54,0
A216251,Power_System,Composite,57.6,0.786,0.359,1.537,21384.0,0.236,48.8,71.7,0.303,2.35,3.4,116.0,8.4,0.407,0
A216252,Road,Steel,57.5,0.469,0.341,2.955,16183.0,0.115,103.0,80.7,0.061,1.15,6.9,176.5,10.62,0.33,0
A216253,Pipeline,Concrete,44.3,0.362,0.888,,21542.0,0.107,68.6,75.5,0.0,0.1,9.8,234.5,8.44,0.421,0
A216254,Building,Steel,84.9,0.3180798587357671,0.361,3.11,30850.0,0.074,66.8,53.3,0.285,1.41,8.9,294.9,2.13,0.231,0
A216255,Building,Concrete,21.6,0.572,0.0,5.72,7852.0,0.16,85.2,100.0,0.458,,5.1,287.9,4.6,0.337,0
A216256,Bridge,Steel,53.9,0.757,0.0,3.154,0.0,0.165,53.7,78.2,0.064,0.1,0.9,258.3,7.11,0.255,0
A216257,Road,Concrete,36.1,0.408,0.763,1.304,6603.0,0.105,63.9,47.6,0.209,0.1,13.9,282.1,4.78,0.292,0
A216258,Building,Steel,31.4,0.612,0.141,2.537,29574.0,0.209,68.0,58.9,0.3,2.05,6.0,365.7,7.99,0.324,0
A216259,Bridge,Concrete,64.2,0.568,0.114,4.499,23324.0,0.149,61.4,75.5,0.052,4.07,4.8,223.2,4.71,0.369,0
A216260,Road,Concrete,44.7,0.746,0.681,4.02,12511.0,0.172,41.1,80.4,0.661,3.25,6.1,,4.81,0.601,0
A216261,Building,Steel,25.0,0.542,0.723,4.437,7351.0,0.462,89.6,65.7,1.0,1.14,1.8,141.2,1.3,0.471,0
A216262,Bridge,Composite,26.1,0.441,0.657,4.437,,0.318,50.5,69.0,0.006,0.1,0.2,276.3,8.93,0.216,0
A216263,Road,Steel,30.3,0.748,0.217,3.493,31472.0,0.275,83.6,74.9,0.44,1.32,4.7,78.5,8.32,0.311,0
A216264,Power_System,Concrete,42.0,0.763,0.134,2.719,36385.0,0.137,60.9,79.7,0.494,2.27,7.1,,3.28,0.582,0
A216265,Bridge,Steel,37.6,0.511,0.67,6.317,15357.0,0.067,53.9,81.0,0.24,,8.6,69.3,2.38,0.657,1
A216266,Road,Steel,37.0,1.0,0.393,3.655,,0.208,65.3,72.8,0.443,4.52,7.9,,8.43,0.59,0
A216267,Bridge,Steel,44.8,0.46,0.951,2.96,19972.0,0.138,54.6,44.6,0.072,0.5,3.6,136.5,6.07,0.429,0
A216268,Bridge,Steel,55.0,0.681,0.793,2.527,24990.0,0.149,84.0,72.3,0.819,2.38,9.5,191.4,3.32,0.558,0
A216269,Building,Concrete,43.0,0.398,0.282,5.537,14470.0,0.15,95.8,89.7,0.127,,2.0,391.2,3.11,0.184,0
A216270,Pipeline,Concrete,73.8,0.18200756592588063,0.147,1.873,24940.0,0.127,91.1,52.1,0.329,2.07,10.4,68.2,2.73,0.076,0
A216271,Pipeline,Concrete,58.6,0.011,0.35,3.313,0.0,0.469,52.8,95.1,0.399,,0.0,146.5,6.18,0.24,0
A216272,Road,Steel,27.9,0.625,0.793,2.3,,0.24,75.8,83.2,0.436,0.1,12.3,187.9,9.24,0.496,0
A216273,Building,Concrete,40.4,0.355,0.29,1.607,9108.0,0.216,60.7,80.5,0.313,1.03,0.3,251.1,13.33,0.19,0
A216274,Bridge,Concrete,49.7,0.392,0.726,3.538,3378.0,0.278,36.6,40.8,0.6,1.98,6.4,300.4,0.484,0.511,0
A216275,Bridge,Asphalt,19.1,,0.431,3.38,7676.0,0.229,50.0,76.9,0.673,1.18,9.8,277.7,7.07,0.322,0
A216276,Bridge,Steel,38.9,0.327,0.712,,5603.0,0.237,50.5,72.9,0.401,0.1,0.0,111.8,3.78,0.396,0
A216277,Power_System,Steel,61.9,0.411,0.695,0.05,8957.0,0.134,71.1,74.8,0.478,4.24,6.2,215.6,3.1,0.445,0
A216278,Road,Concrete,22.6,0.604,0.408,2.131,5706.0,0.268,59.2,69.2,0.377,0.1,3.9,225.7,9.98,0.325,0
A216279,Road,Steel,70.6,,0.291,3.57,7321.0,0.133,76.8,,0.0,2.66,0.0,290.8,6.46,0.302,0
A216280,Road,Asphalt,44.1,1.0,0.354,0.739,22955.0,0.231,74.7,62.7,0.259,1.4,0.0,86.4,7.5,0.472,0
A216281,Bridge,Composite,62.4,0.299,0.994,6.491,14044.0,0.2,86.0,83.7,0.424,,15.3,216.8,2.54,0.529,0
A216282,Power_System,Steel,38.6,0.029,1.0,3.627,24049.0,0.236,53.7,93.2,0.679,1.87,11.1,335.1,4.4,0.378,0
A216283,Road,Steel,6.7,0.352,0.61,3.06,31470.0,0.161,69.2,81.9,0.159,3.33,3.6,57.2,0.25,0.324,0
